pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_rade
TOI-3235 b,1,1,2.59261842,4.1e-07,-4.1e-07,0,0.02709,0.00046,-0.00046,0,211.3558907,7.94571018,-7.94571018,0.0,0.665,0.025,-0.025,0.0,0.029,,,1.0,M V,3388.8,68.0,-68.0,0,0.3697,0.016,-0.016,0,0.3939,0.02,-0.02,0,0.264,0.1,-0.1,0.0,[Fe/H],4.8976,0.063,-0.063,0.0,15.16,0.2,-0.2,10.819,0.021,-0.021,14.4858,0.000684,-0.000684,11.39953337
TOI-3261 b,1,1,0.8831331,1e-06,-1e-06,0,0.01714,0.00013,-0.0002,0,30.3,2.2,-2.4,0.0,0.09533446,0.00692197,-0.00755124,0.0,0.0,,,0.0,K1.5+/-1,5068.0,61.0,-42.0,0,0.849,0.024,-0.017,0,0.861,0.02,-0.03,0,0.138,0.048,-0.037,0.0,[Fe/H],4.19,0.123,-0.123,0.0,13.261,0.114,-0.114,11.184,0.025,-0.025,13.0582,0.000329,-0.000329,3.82
TOI-3288 b,2,1,1.4338635,4e-07,-4e-07,0,0.0215,0.0001,-0.0001,0,670.6179388,25.42627256,-25.42627256,0.0,2.11,0.08,-0.08,0.0,0.0,,,0.0,K9 V,3933.0,48.0,-48.0,0,0.67,0.02,-0.02,0,0.64,0.01,-0.01,0,0.27,0.13,-0.13,0.0,[Fe/H],4.658,0.003,-0.004,0.0,14.979,0.195,-0.195,11.201,0.026,-0.026,14.2497,0.000502,-0.000502,12.24020692
TOI-332 b,1,1,0.777038,1e-06,-1e-06,0,0.0159,0.0001,-0.0001,0,57.2,1.6,-1.6,0.0,0.17997133,0.00503416,-0.00503416,0.0,0.0,,,0.0,K0 V,5251.0,71.0,-71.0,0,0.87,0.03,-0.02,0,0.88,0.02,-0.02,0,0.256,0.048,-0.048,0.0,[Fe/H],4.46,0.04,-0.04,0.0,12.349,0.046,-0.046,10.315,0.021,-0.021,12.063,0.000246,-0.000246,3.2
TOI-3629 b,1,1,3.936551,5e-06,-6e-06,0,0.043,0.002,-0.002,0,82.63538582,6.35656814,-6.35656814,0.0,0.26,0.02,-0.02,0.0,0.05,0.05,-0.04,0.0,M1,3870.0,90.0,-90.0,0,0.6,0.02,-0.01,0,0.63,0.02,-0.02,0,0.4,0.1,-0.1,0.0,[Fe/H],4.67,0.05,-0.05,0.0,14.639,0.061,-0.061,10.553,0.02,-0.02,13.8375,0.000472,-0.000472,8.29464572
TOI-3714 b,2,1,2.154849,1e-06,-1e-06,0,0.027,0.001,-0.001,0,222.4798849,9.53485221,-9.53485221,0.0,0.7,0.03,-0.03,0.0,0.03,0.03,-0.02,0.0,M2,3660.0,90.0,-90.0,0,0.51,0.01,-0.01,0,0.53,0.02,-0.02,0,0.1,0.1,-0.1,0.0,[Fe/H],4.75,0.05,-0.05,0.0,15.7,0.2,-0.2,10.852,0.017,-0.017,14.3107,0.000499,-0.000499,11.32107051
TOI-3757 b,1,1,3.438753,4e-06,-4e-06,0,0.03845,0.00043,-0.00043,0,85.3,8.8,-8.7,0.0,0.26838381,0.0276879,-0.02737326,0.0,0.14,0.06,-0.06,0.0,M0 V,3913.0,56.0,-56.0,0,0.62,0.01,-0.01,0,0.64,0.02,-0.02,0,0.0,0.2,-0.2,0.0,[Fe/H],4.68,0.04,-0.04,0.0,14.812,0.064,-0.064,11.152,0.02,-0.02,14.1321,0.000442,-0.000442,12.0
TOI-3785 b,1,1,4.6747373,3.8e-06,-3.8e-06,0,0.043,0.001,-0.001,0,14.95,4.1,-3.92,0.0,0.04703796,0.01290004,-0.0123337,0.0,0.11,0.1,-0.08,0.0,M2 V,3576.0,88.0,-88.0,0,0.5,0.01,-0.01,0,0.52,0.02,-0.02,0,0.099,0.117,-0.117,0.0,[Fe/H],4.747,0.0458,-0.0458,0.0,14.595,0.101,-0.101,10.165,0.022,-0.022,13.6559,0.00036,-0.00036,5.14
TOI-3884 b,1,1,4.5445697,9.4e-06,-9.4e-06,0,0.0354,0.0014,-0.0014,0,16.5,3.5,-1.8,0.0,0.05191481,0.01101223,-0.00566343,0.0,0.32,,,1.0,M4,3269.0,70.0,-70.0,0,0.3043,0.009,-0.009,0,0.2813,0.0067,-0.0067,0,0.23,0.12,-0.12,0.0,[Fe/H],4.921,0.028,-0.028,0.0,15.744,0.008,-0.008,10.24,0.017,-0.017,14.2747,0.000755,-0.000755,6.43
TOI-3984 A b,2,1,4.353326,5e-06,-5e-06,0,0.041,0.002,-0.001,0,44.0,8.7,-8.0,0.0,0.14,0.03,-0.03,0.0,0.23,,,1.0,M4+/-0.5,3476.0,88.0,-88.0,0,0.47,0.01,-0.01,0,0.49,0.02,-0.02,0,0.18,0.12,-0.12,0.0,[Fe/H],4.81,0.05,-0.05,0.0,15.694,0.117,-0.117,11.052,0.02,-0.02,14.6718,0.000438,-0.000438,7.9
TOI-4010 b,1,4,1.348335,3e-06,-2e-06,0,0.0229,0.0002,-0.0002,0,11.0,1.29,-1.27,0.0,0.03460987,0.00405879,-0.00399587,0.0,0.03,0.03,-0.02,0.0,K V,4960.0,36.0,-36.0,0,0.83,0.01,-0.01,0,0.88,0.03,-0.03,0,0.37,0.07,-0.07,0.0,[Fe/H],4.54,0.02,-0.02,0.0,12.291,0.069,-0.069,10.157,0.021,-0.021,12.1216,0.000207,-0.000207,3.02
TOI-4010 c,1,4,5.414654,7e-06,-7e-06,0,0.058,0.001,-0.001,0,20.31,2.13,-2.11,0.0,0.06390241,0.00670173,-0.0066388,0.0,0.03,0.03,-0.02,0.0,K V,4960.0,36.0,-36.0,0,0.83,0.01,-0.01,0,0.88,0.03,-0.03,0,0.37,0.07,-0.07,0.0,[Fe/H],4.54,0.02,-0.02,0.0,12.291,0.069,-0.069,10.157,0.021,-0.021,12.1216,0.000207,-0.000207,5.93
TOI-4010 d,1,4,14.70886,3e-05,-3e-05,0,0.113,0.001,-0.001,0,38.15,3.27,-3.22,0.0,0.12003332,0.01028857,-0.01013125,0.0,0.07,0.03,-0.03,0.0,K V,4960.0,36.0,-36.0,0,0.83,0.01,-0.01,0,0.88,0.03,-0.03,0,0.37,0.07,-0.07,0.0,[Fe/H],4.54,0.02,-0.02,0.0,12.291,0.069,-0.069,10.157,0.021,-0.021,12.1216,0.000207,-0.000207,6.18
TOI-4010 e,1,4,762.0,90.0,-90.0,-1,1.57,0.12,-0.13,0,692.0,66.0,-63.0,0.0,2.17727549,0.20765922,-0.19822017,0.0,0.26,0.04,-0.04,0.0,K V,4960.0,36.0,-36.0,0,0.83,0.01,-0.01,0,0.88,0.03,-0.03,0,0.37,0.07,-0.07,0.0,[Fe/H],4.54,0.02,-0.02,0.0,12.291,0.069,-0.069,10.157,0.021,-0.021,12.1216,0.000207,-0.000207,13.3
TOI-406 c,1,2,3.307441,1e-05,-8e-06,0,0.0322,0.0013,-0.0013,0,2.08,0.23,-0.22,0.0,0.00654441,0.00072366,-0.0006922,0.0,0.032,0.037,-0.023,0.0,M3,3392.0,44.0,-44.0,0,0.41,0.029,-0.027,0,0.408,0.046,-0.042,0,-0.02,0.04,-0.04,0.0,[M/H],4.69,0.04,-0.04,0.0,13.773,0.038,-0.038,8.848,0.021,-0.021,12.5528,0.000332,-0.000332,1.32
TOI-406.01,1,2,13.175682,1.7e-05,-1.6e-05,0,0.0809,0.0031,-0.0031,0,6.57,1.0,-0.9,0.0,0.02067153,0.00314635,-0.00283172,0.0,0.056,0.035,-0.034,0.0,M3,3392.0,44.0,-44.0,0,0.41,0.029,-0.027,0,0.408,0.046,-0.042,0,-0.02,0.04,-0.04,0.0,[M/H],4.69,0.04,-0.04,0.0,13.773,0.038,-0.038,8.848,0.021,-0.021,12.5528,0.000332,-0.000332,2.08
TOI-411 b,1,3,4.040301,2.3e-05,-4.2e-05,0,0.0528,0.003,-0.003,0,,,,,,,,,0.126,0.19,-0.009,0.0,F7/F8V,6040.0,48.0,-48.0,0,1.157,0.025,-0.025,0,1.104,0.012,-0.012,0,-0.14,0.07,-0.07,0.0,[Fe/H],4.26,0.15,-0.15,0.0,8.270001,0.03,-0.03,6.981,0.029,-0.029,8.1281,0.000298,-0.000298,1.362
TOI-411 c,1,3,9.573096,2.6e-05,-2.3e-05,0,0.0939,0.0054,-0.0054,0,,,,,,,,,0.16,0.17,-0.1,0.0,F7/F8V,6040.0,48.0,-48.0,0,1.157,0.025,-0.025,0,1.104,0.012,-0.012,0,-0.14,0.07,-0.07,0.0,[Fe/H],4.26,0.15,-0.15,0.0,8.270001,0.03,-0.03,6.981,0.029,-0.029,8.1281,0.000298,-0.000298,2.328
TOI-4127 b,1,1,56.39879,0.0001,-0.0001,0,0.3081,0.0055,-0.0058,0,731.0053361,34.96112477,-34.96112477,0.0,2.3,0.11,-0.11,0.0,0.7471,0.0078,-0.0086,0.0,F V,6096.0,115.0,-115.0,0,1.293,0.05,-0.05,0,1.23,0.07,-0.07,0,0.14,0.12,-0.12,0.0,[Fe/H],4.26,0.14,-0.14,0.0,11.441,0.01,-0.01,10.245,0.016,-0.016,11.4122,0.000533,-0.000533,12.07
TOI-4184 b,1,1,4.9019804,5.2e-06,-5.2e-06,0,0.0336,0.0015,-0.0015,0,,,,,,,,,,,,,M5.5+/-0.5,3238.0,48.0,-49.0,0,0.2347,0.015,-0.015,0,0.2109,0.029,-0.026,0,-0.27,0.09,-0.09,0.0,[Fe/H],5.01,0.04,-0.04,0.0,17.12,0.2,-0.2,11.867,0.025,-0.025,15.5939,0.000791,-0.000791,2.43
TOI-4201 b,1,1,3.5819194,1.1e-06,-1.1e-06,0,0.04,0.001,-0.001,0,788.2144494,28.60455663,-28.60455663,0.0,2.48,0.09,-0.09,0.0,0.041,0.015,-0.015,0.0,M1.0+/-0.5,3794.0,79.0,-79.0,0,0.63,0.02,-0.02,0,0.61,0.02,-0.02,0,0.52,0.08,-0.08,0.0,[Fe/H],4.64,0.03,-0.03,0.0,15.163,0.08,-0.08,11.368,0.025,-0.025,14.5001,0.000441,-0.000441,13.67495645
TOI-421 b,2,2,5.197576,5e-06,-5e-06,0,0.0554,0.001,-0.001,0,6.7,0.6,-0.6,0.0,0.02108056,0.00188781,-0.00188781,0.0,0.13,0.05,-0.05,0.0,G9 V,5291.0,64.0,-64.0,0,0.866,0.006,-0.006,0,0.833,0.048,-0.054,0,-0.044,0.04,-0.04,0.0,[Fe/H],4.48,0.03,-0.03,0.0,9.931,0.006,-0.006,8.071,0.018,-0.018,9.77776,0.000189,-0.000189,2.64
TOI-421 c,2,2,16.067541,4e-06,-4e-06,0,0.117,0.0018,-0.0018,0,14.1,1.4,-1.4,0.0,0.04436356,0.00440489,-0.00440489,0.0,0.19,0.04,-0.04,0.0,G9 V,5291.0,64.0,-64.0,0,0.866,0.006,-0.006,0,0.833,0.048,-0.054,0,-0.044,0.04,-0.04,0.0,[Fe/H],4.48,0.03,-0.03,0.0,9.931,0.006,-0.006,8.071,0.018,-0.018,9.77776,0.000189,-0.000189,5.09
TOI-4311 b,1,2,0.9902738,2.9e-06,-3e-06,0,0.01817,0.00036,-0.00037,0,4.5,1.5,-1.4,0.0,0.01415858,0.00471953,-0.00440489,0.0,,,,,K,5063.0,66.0,-66.0,0,0.8441,0.0062,-0.0062,0,0.816,0.047,-0.049,0,-0.065,0.043,-0.043,0.0,[Fe/H],4.442,0.034,-0.034,0.0,11.388,0.039,-0.039,9.488,0.021,-0.021,11.2651,0.000814,-0.000814,1.376
TOI-4311 c,1,2,15.070425,8.1e-05,-7.5e-05,0,0.1116,0.0022,-0.0023,0,13.58,,,1.0,0.04272746,,,1.0,0.22,,,1.0,K,5063.0,66.0,-66.0,0,0.8441,0.0062,-0.0062,0,0.816,0.047,-0.049,0,-0.065,0.043,-0.043,0.0,[Fe/H],4.442,0.034,-0.034,0.0,11.388,0.039,-0.039,9.488,0.021,-0.021,11.2651,0.000814,-0.000814,2.47
TOI-4336 A b,3,2,16.336351,1.7e-05,-1.7e-05,0,0.0849,0.00073,-0.00075,0,3.33,0.34,-0.37,0.0,0.01047735,0.00106976,-0.00116415,0.0,0.0,,,0.0,M3.5 V,3307.0,94.0,-94.0,0,0.326,0.01,-0.01,0,0.306,0.008,-0.008,0,0.14,0.13,-0.13,0.0,[Fe/H],4.897,0.029,-0.029,0.0,13.6,0.092,-0.092,8.632,0.024,-0.024,12.2569,0.000484,-0.000484,2.137
TOI-4336 A c,3,2,7.587266,1.2e-05,-1.2e-05,0,0.05092,0.00045,-0.00045,0,1.55,0.13,-0.13,0.0,0.00487685,0.00040903,-0.00040903,0.0,0.0,,,0.0,M3.5 V,3307.0,94.0,-94.0,0,0.326,0.01,-0.01,0,0.306,0.008,-0.008,0,0.14,0.13,-0.13,0.0,[Fe/H],4.897,0.029,-0.029,0.0,13.6,0.092,-0.092,8.632,0.024,-0.024,12.2569,0.000484,-0.000484,1.251
TOI-4342 b,1,2,5.5382498,5.7e-06,-5.8e-06,0,0.05251,0.00011,-0.00011,0,,,,,,,,,,,,,M0 V,3901.0,69.0,-69.0,0,0.599,0.013,-0.013,0,0.6296,0.0086,-0.0086,0,,,,,,4.6878,0.0086,-0.0096,0.0,12.669,0.057,-0.057,9.018,0.021,-0.021,11.9822,0.000382,-0.000382,2.329
TOI-4342 c,1,2,10.688662,0.00015,-0.00015,0,0.0804,0.00032,-0.00031,0,4.8,1.4,-1.4,0.0,0.01510249,0.00440489,-0.00440489,0.0,0.0,,,0.0,M0 V,3866.0,92.0,-92.0,0,0.598,0.018,-0.018,0,0.587,0.013,-0.013,0,0.26,0.13,-0.13,0.0,[Fe/H],4.652,0.028,-0.028,0.0,12.669,0.057,-0.057,9.018,0.021,-0.021,11.9822,0.000382,-0.000382,2.349
TOI-4364 b,1,1,5.424019,1e-05,-1.1e-05,0,0.04753,0.00053,-0.00054,0,,,,,,,,,0.29,0.38,-0.17,0.0,M4 V,3528.0,33.0,-20.0,0,0.4684,0.0087,-0.01,0,0.487,0.017,-0.016,0,0.148,0.046,-0.046,0.0,[Fe/H],4.785,0.017,-0.016,0.0,13.564,0.034,-0.034,9.075,0.024,-0.024,12.5548,0.000566,-0.000566,2.01
TOI-4438 b,1,1,7.44628,9e-06,-9e-06,0,0.0534,0.0037,-0.0037,0,5.4,1.1,-1.1,0.0,0.0169903,0.00346099,-0.00346099,0.0,0.14,0.09,-0.09,0.0,M3.5 V,3422.0,81.0,-81.0,0,0.372,0.018,-0.018,0,0.368,0.021,-0.021,0,-0.19,0.05,-0.05,0.0,[Fe/H],4.68,0.04,-0.04,0.0,13.69,0.045,-0.045,8.869,0.018,-0.018,12.5196,0.000337,-0.000337,2.52
TOI-444 b,1,1,17.9636,4e-05,-4e-05,0,0.133,0.006,-0.006,0,,,,,,,,,,,,,K1/2 V,5225.0,70.0,-70.0,0,0.779,0.053,-0.053,0,0.96,0.13,-0.13,0,0.08,0.08,-0.08,0.0,[Fe/H],4.64,0.1,-0.1,0.0,9.86,0.03,-0.03,7.832,0.023,-0.023,9.6063,0.000362,-0.000362,2.77
TOI-4465 b,1,1,101.94054,0.0004,-0.00036,0,0.416,0.014,-0.014,0,1872.009317,82.63538582,-82.63538582,0.0,5.89,0.26,-0.26,0.0,0.24,0.01,-0.01,0.0,G V,5545.0,19.0,-19.0,0,1.014,0.041,-0.041,0,0.93,0.06,-0.06,0,-0.06,0.016,-0.016,0.0,[Fe/H],4.379,0.03,-0.03,0.0,10.427,0.006,-0.006,8.787,0.016,-0.016,10.3255,0.00043,-0.00043,14.01122587
TOI-4479 b,1,1,1.1589,1e-05,-2e-05,0,0.0164,0.0015,-0.0029,0,,,,,,,,,,,,,M3.0,3400.0,100.0,-100.0,0,0.451,0.085,-0.085,0,0.452,0.09,-0.09,0,0.0,,,-1.0,[Fe/H],4.5,,,-1.0,15.18,0.2,-0.2,10.647,0.019,-0.019,14.1309,0.000499,-0.000499,2.82
TOI-4504 b,1,3,2.42614,0.00014,-0.00013,0,0.03392,0.00068,-0.00068,0,,,,,,,,,0.0,,,0.0,K1 V,5315.0,60.0,-60.0,0,0.92,0.04,-0.04,0,0.89,0.06,-0.04,0,0.16,0.05,-0.05,0.0,[Fe/H],4.458,0.021,-0.015,0.0,13.364,0.103,-0.103,11.236,0.021,-0.021,13.1277,0.000313,-0.000313,2.691
TOI-4504 c,1,3,82.97213,0.00013,-0.00013,0,0.3569,0.0066,-0.0069,0,1197.323175,57.52694167,-57.90833576,0.0,3.7672,0.181,-0.1822,0.0,0.032,0.0016,-0.0014,0.0,K1 V,5315.0,60.0,-60.0,0,0.92,0.04,-0.04,0,0.89,0.06,-0.04,0,0.16,0.05,-0.05,0.0,[Fe/H],4.458,0.021,-0.015,0.0,13.364,0.103,-0.103,11.236,0.021,-0.021,13.1277,0.000313,-0.000313,11.09689089
TOI-4504 d,1,3,40.5634,0.0363,-0.0368,0,0.2219,0.0041,-0.0043,0,450.2357214,20.6906293,-20.56349793,0.0,1.4166,0.0651,-0.0647,0.0,0.0445,0.001,-0.0009,0.0,K1 V,5315.0,60.0,-60.0,0,0.92,0.04,-0.04,0,0.89,0.06,-0.04,0,0.16,0.05,-0.05,0.0,[Fe/H],4.458,0.021,-0.015,0.0,13.364,0.103,-0.103,11.236,0.021,-0.021,13.1277,0.000313,-0.000313,13.6
TOI-4507 b,1,1,104.61611,6e-05,-6e-05,0,0.456,0.005,-0.005,0,20.0,,,1.0,0.06292704,,,1.0,0.09,0.26,-0.06,0.0,F,6260.0,80.0,-80.0,0,1.04,0.01,-0.01,0,1.11,0.02,-0.02,0,-0.06,0.05,-0.05,0.0,[Fe/H],4.45,0.02,-0.02,0.0,10.806,0.009,-0.009,9.381,0.025,-0.025,10.5674,0.000515,-0.000515,8.2
TOI-451 b,2,3,1.8587033,9.3e-06,-1.14e-05,0,0.0274,0.0017,-0.0017,0,4.7,2.1,-2.2,0.0,0.01478785,0.00660734,-0.00692197,0.0,0.0,,,0.0,G8 V,5490.0,115.0,-115.0,0,0.85,0.03,-0.03,0,0.93,0.04,-0.04,0,0.02,0.06,-0.06,0.0,[Fe/H],4.53,0.22,-0.22,0.0,10.939,0.008,-0.008,9.19,0.023,-0.023,10.7498,0.000849,-0.000849,1.84
TOI-451 c,2,3,9.192463,1.7e-05,-1.7e-05,0,0.0795,0.005,-0.005,0,3.7,3.2,-2.4,0.0,0.0116415,0.01006833,-0.00755124,0.0,0.0,,,0.0,G8 V,5490.0,115.0,-115.0,0,0.85,0.03,-0.03,0,0.93,0.04,-0.04,0,0.02,0.06,-0.06,0.0,[Fe/H],4.53,0.22,-0.22,0.0,10.939,0.008,-0.008,9.19,0.023,-0.023,10.7498,0.000849,-0.000849,2.93
TOI-451 d,2,3,16.364962,1.5e-05,-1.5e-05,0,0.1168,0.0072,-0.0074,0,10.2,4.6,-4.5,0.0,0.03209279,0.01447322,-0.01415858,0.0,0.0,,,0.0,G8 V,5490.0,115.0,-115.0,0,0.85,0.03,-0.03,0,0.93,0.04,-0.04,0,0.02,0.06,-0.06,0.0,[Fe/H],4.53,0.22,-0.22,0.0,10.939,0.008,-0.008,9.19,0.023,-0.023,10.7498,0.000849,-0.000849,3.93
TOI-4515 b,1,1,15.266446,1.3e-05,-1.3e-05,0,0.118,0.001,-0.001,0,637.0,17.0,-17.0,0.0,2.005,0.052,-0.052,0.0,0.461,0.007,-0.007,0.0,G8/G9,5433.0,70.0,-70.0,0,0.86,0.03,-0.03,0,0.949,0.02,-0.02,0,0.05,0.03,-0.03,0.0,[Fe/H],4.48,0.1,-0.1,0.0,11.938,0.034,-0.034,10.134,0.018,-0.018,11.8121,0.000637,-0.000637,12.17
TOI-4552 b,1,1,0.30110032,1.4e-07,-1.4e-07,0,0.0056255,3e-07,-3e-07,0,1.83,0.47,-0.47,0.0,0.00575782,0.00147879,-0.00147879,0.0,0.0,,,0.0,M4.5 V,3258.0,115.0,-115.0,0,0.2869,0.0088,-0.0088,0,0.2619,0.0063,-0.0063,0,-0.07,0.09,-0.09,0.0,[Fe/H],4.94,0.028,-0.028,0.0,14.44,0.2,-0.2,9.395001,0.02,-0.02,13.2392,0.000465,-0.000465,1.11
TOI-4562 b,1,2,225.11781,0.00025,-0.00022,0,0.768,0.005,-0.005,0,732.0,152.0,-149.0,0.0,2.3,0.48,-0.47,0.0,0.76,0.02,-0.02,0.0,F7 V,6096.0,32.0,-32.0,0,1.152,0.046,-0.046,0,1.192,0.057,-0.057,0,0.08,0.06,-0.06,0.0,[M/H],4.39,0.01,-0.01,0.0,12.14,0.217,-0.217,10.619,0.023,-0.023,11.9551,0.000421,-0.000421,12.53
TOI-4562 c,1,2,3990.0,201.0,-192.0,0,5.219,0.002,-0.002,0,1833.869908,117.5965106,-177.9839079,0.0,5.77,0.37,-0.56,0.0,0.122,0.027,-0.026,0.0,F7 V,6096.0,32.0,-32.0,0,1.152,0.046,-0.046,0,1.192,0.057,-0.057,0,0.08,0.06,-0.06,0.0,[M/H],4.39,0.01,-0.01,0.0,12.14,0.217,-0.217,10.619,0.023,-0.023,11.9551,0.000421,-0.000421,12.8
TOI-4600 b,1,2,82.6869,0.0003,-0.0003,0,0.349,0.021,-0.021,0,959.8417891,,,1.0,3.02,,,1.0,0.25,0.33,-0.17,0.0,K V,5170.0,120.0,-120.0,0,0.81,0.03,-0.03,0,0.89,0.05,-0.05,0,0.16,0.08,-0.08,0.0,[Fe/H],4.57,0.02,-0.02,0.0,12.577,0.034,-0.034,10.571,0.018,-0.018,12.4406,0.000252,-0.000252,6.8
TOI-4600 c,1,2,482.8191,0.0018,-0.0017,0,1.152,0.068,-0.068,0,2946.269333,,,1.0,9.27,,,1.0,0.21,0.29,-0.14,0.0,K V,5170.0,120.0,-120.0,0,0.81,0.03,-0.03,0,0.89,0.05,-0.05,0,0.16,0.08,-0.08,0.0,[Fe/H],4.57,0.02,-0.02,0.0,12.577,0.034,-0.034,10.571,0.018,-0.018,12.4406,0.000252,-0.000252,9.42
TOI-4603 b,1,1,7.24599,0.00022,-0.00021,0,0.0888,0.001,-0.001,0,4096.808166,184.3404761,-181.162192,0.0,12.89,0.58,-0.57,0.0,0.325,0.02,-0.02,0.0,F,6264.0,95.0,-94.0,0,2.738,0.048,-0.05,0,1.765,0.061,-0.061,0,0.342,0.039,-0.04,0.0,[Fe/H],3.81,0.021,-0.02,0.0,9.24,0.03,-0.03,7.786,0.017,-0.017,9.07469,0.000241,-0.000241,11.67975789
TOI-4633 c,2,1,271.9445,0.0039,-0.004,0,0.847,0.061,-0.061,0,123.0,,,1.0,0.38700128,,,1.0,0.117,0.186,-0.085,0.0,G V,5800.0,50.0,-50.0,0,1.05,0.05,-0.05,0,1.1,0.06,-0.06,0,,,,,,,,,,9.017,0.002,-0.002,7.349,0.024,-0.024,8.81983,0.000231,-0.000231,3.2
TOI-4666 b,1,1,2.9089168,7e-07,-6e-07,0,0.0333,0.0002,-0.0002,0,222.4798849,19.06970442,-19.06970442,0.0,0.7,0.06,-0.06,0.0,0.0,,,0.0,M2.5 V,3512.0,36.0,-36.0,0,0.59,0.02,-0.02,0,0.58,0.01,-0.01,0,0.19,0.12,-0.12,0.0,[Fe/H],4.626,0.008,-0.004,0.0,15.333,0.172,-0.172,11.085,0.025,-0.025,14.3906,0.000932,-0.000932,12.53164042
TOI-470 b,1,1,12.19148,3e-05,-3e-05,0,0.119,0.008,-0.008,0,,,,,,,,,,,,,G,5190.0,90.0,-90.0,0,0.831,0.021,-0.021,0,0.87,0.09,-0.09,0,0.1,0.08,-0.08,0.0,[Fe/H],4.54,0.1,-0.1,0.0,11.171,0.017,-0.017,9.422,0.019,-0.019,11.2461,0.000581,-0.000581,4.34
TOI-481 b,1,1,10.33111,2e-05,-2e-05,0,0.097,0.001,-0.001,0,486.2799,9.5349,-9.5349,0.0,1.53,0.03,-0.03,0.0,0.153,0.006,-0.007,0.0,G,5735.0,72.0,-72.0,0,1.66,0.02,-0.02,0,1.14,0.02,-0.01,0,0.26,0.05,-0.05,0.0,[Fe/H],4.06,0.01,-0.01,0.0,9.972,0.005,-0.005,8.443,0.023,-0.023,9.84659,0.000432,-0.000432,11.09691
TOI-4860 b,1,1,1.5227591,3e-07,-3e-07,0,0.01808,0.00015,-0.00015,0,86.7,1.9,-1.9,0.0,0.273,0.006,-0.006,0.0,0.008,0.013,-0.006,0.0,M3.5 V,3260.0,50.0,-50.0,0,0.358,0.015,-0.015,0,0.34,0.009,-0.009,0,0.27,0.12,-0.12,0.0,[Fe/H],4.86,0.04,-0.04,0.0,16.47,0.2,-0.2,11.175,0.026,-0.026,15.1091,0.001287,-0.001287,8.7
TOI-4940 b,1,1,25.867811,5.8e-05,-5.6e-05,0,0.165,0.012,-0.012,0,89.0,,,1.0,0.28002532,,,1.0,,,,,G8 V,5504.0,43.0,-55.0,0,1.163,0.054,-0.053,0,1.012,0.04,-0.047,0,0.326,0.037,-0.049,0.0,[Fe/H],4.232,0.106,-0.068,0.0,12.448,0.08,-0.08,10.769,0.023,-0.023,12.3039,0.00029,-0.00029,6.61
TOI-500 b,1,4,0.548177,1.9e-05,-1.9e-05,0,0.01189,0.00041,-0.0004,0,1.42,0.18,-0.18,0.0,0.00446782,0.00056634,-0.00056634,0.0,0.063,0.073,-0.044,0.0,K6 V,4440.0,100.0,-100.0,0,0.678,0.016,-0.016,0,0.74,0.017,-0.017,0,0.12,0.08,-0.08,0.0,[Fe/H],4.618,0.017,-0.017,0.0,10.54,0.03,-0.03,7.715,0.026,-0.026,10.1026,0.000308,-0.000308,1.166
TOI-5005 b,1,1,6.3085044,9.2e-06,-8.8e-06,0,0.06614,0.00045,-0.00045,0,32.7,5.9,-5.9,0.0,0.103,0.018,-0.018,0.0,,,,,G2 V,5749.0,61.0,-61.0,0,0.93,0.03,-0.03,0,0.97,0.02,-0.02,0,0.15,0.04,-0.04,0.0,[Fe/H],4.43,0.1,-0.1,0.0,11.867,0.149,-0.149,10.004,0.021,-0.021,11.6382,0.000445,-0.000445,6.25
TOI-5007 b,1,1,2.543371,1e-06,-1e-06,0,0.0307,0.0012,-0.0012,0,211.0380623,13.6666215,-13.34879309,0.0,0.664,0.043,-0.042,0.0,0.074,0.026,-0.03,0.0,M1&plusmn;0.5,3793.0,80.0,-80.0,0,0.656,0.019,-0.019,0,0.632,0.013,-0.013,0,0.43,0.12,-0.12,0.0,[Fe/H],4.604,0.027,-0.027,0.0,15.327,0.183,-0.183,11.307,0.019,-0.019,14.6524,0.00045,-0.00045,11.07447293
TOI-5126 b,1,2,5.4588385,7e-06,-7.2e-06,0,0.06519,0.00087,-0.00082,0,,,,,,,,,0.0,,,0.0,F V,6150.0,110.0,-130.0,0,1.241,0.032,-0.027,0,1.24,0.05,-0.046,0,0.18,0.13,-0.13,0.0,[Fe/H],4.224,0.051,-0.062,0.0,10.141,0.006,-0.006,8.777,0.018,-0.018,9.93629,0.001181,-0.001181,4.74
