pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
TOI-2202 c,1,2,24.6744,0.0258,-0.0339,0,0.15544,0.00255,-0.00263,0,117.2786822,32.73632592,-26.57045483,0,0.369,0.103,-0.0836,0,0.0622,0.0452,-0.0211,0,K8 V,5144,50,-50,0,0.794,0.007,-0.007,0,0.823,0.027,-0.023,0,0.04,0.05,-0.05,0,[Fe/H],4.55,0.2,-0.2,0,13.004,0.103,-0.103,10.8,0.023,-0.023,12.7606,0.00035,-0.00035
TOI-2257 b,1,1,35.189346,0.00009,-0.00009,0,0.145,0.003,-0.003,0,,,,,,,,,0.496,0.216,-0.133,0,M3,3430,130,-130,0,0.313,0.015,-0.015,0,0.328,0.021,-0.019,0,-0.27,0.37,-0.37,0,[Fe/H],4.971,0.05,-0.05,0,15.211,0.034,-0.034,10.673,0.016,-0.016,14.1615,0.000437,-0.000437
TOI-2260 b,1,1,0.3524728,0.0000047,-0.0000047,0,0.0097,0.0001,-0.0001,0,,,,,,,,,,,,,G V,5534,100,-100,0,0.94,0.05,-0.05,0,0.99,0.04,-0.04,0,0.22,0.06,-0.06,0,[Fe/H],4.62,0.1,-0.1,0,10.474,0.006,-0.006,8.684,0.016,-0.016,10.2488,0.000816,-0.000816
TOI-2266 b,1,1,2.326318,0.0000048,-0.0000048,0,0.02,0.002,-0.002,0,,,,,,,,,,,,,M5.0+0.5-0.5,3200,170,-170,0,0.24,0.01,-0.01,0,0.23,0.02,-0.02,0,,,,,,,,,,16.54,0.2,-0.2,11.017,0.021,-0.021,14.8319,0.000531,-0.000531
TOI-2267 b,2,3,2.28909,0.0000012,-0.0000011,0,0.0205,0.0025,-0.0025,0,,,,,,,,,,,,,M5 V,3030,100,-100,0,0.2075,0.0225,-0.0225,0,0.171,0.0079,-0.0079,0,0.164,0.11,-0.11,0,[Fe/H],4.99,0.05,-0.05,0,15.56,0.2,-0.2,9.459,0.022,-0.022,13.7623,0.002746,-0.002746
TOI-2267 c,2,3,3.4950412,0.0000022,-0.0000022,0,0.0263,0.004,-0.0036,0,,,,,,,,,,,,,M5 V,3030,100,-100,0,0.2075,0.0225,-0.0225,0,0.171,0.0079,-0.0079,0,0.164,0.11,-0.11,0,[Fe/H],4.99,0.05,-0.05,0,15.56,0.2,-0.2,9.459,0.022,-0.022,13.7623,0.002746,-0.002746
TOI-2267 d,2,3,2.0344671,0.0000023,-0.0000023,0,0.0124,0.004,-0.0035,0,,,,,,,,,,,,,M6 V,2930,160,-160,0,0.13,0.03,-0.03,0,0.0989,0.013,-0.013,0,0.164,0.11,-0.11,0,[Fe/H],5.28,0.18,-0.18,0,,,,,,,,,
TOI-2274 b,1,1,2.67963,0.000003,-0.000003,0,0.05,0.0061,-0.0066,0,,,,,,,,,,,,,M,3943,157,-157,0,0.631,0.019,-0.019,0,0.612,0.0202,-0.0202,0,,,,,,4.5,,,-1,11.995,0.063,-0.063,8.342,0.017,-0.017,11.2718,0.000806,-0.000806
TOI-2322 b,1,2,11.30717,0.000085,-0.000079,0,0.0924,0.0061,-0.0097,0,2.31,2.67,-1.54,0,0.00726807,0.00840076,-0.00484538,0,0,,,0,K4,4664,14,-14,0,0.662,0.004,-0.004,0,0.703,0.014,-0.017,0,-0.12,0.02,-0.02,0,[Fe/H],4.57,0.04,-0.04,0,10.912,0.017,-0.017,8.369,0.021,-0.021,10.7489,0.000334,-0.000334
TOI-2322 c,1,2,20.225528,0.000039,-0.000044,0,0.1362,0.009,-0.0143,0,18.1,4.34,-5.36,0,0.05694897,0.01365517,-0.01686445,0,0,,,0,K4,4664,14,-14,0,0.662,0.004,-0.004,0,0.703,0.014,-0.017,0,-0.12,0.02,-0.02,0,[Fe/H],4.57,0.04,-0.04,0,10.912,0.017,-0.017,8.369,0.021,-0.021,10.7489,0.000334,-0.000334
TOI-2345 b,1,2,1.0528573,0.0000025,-0.0000026,0,0.01705,0.00022,-0.00023,0,3.49,0.85,-0.85,0,0.01098077,0.0026744,-0.0026744,0,,,,,K,4687,60,-60,0,0.729,0.007,-0.007,0,0.727,0.033,-0.033,0,-0.1,0.07,-0.07,0,[Fe/H],4.57,0.06,-0.06,0,11.483,0.015,-0.015,8.847,0.021,-0.021,11.0278,0.000612,-0.000612
TOI-2345 c,1,2,21.064302,0.000041,-0.000041,0,0.1257,0.0016,-0.0017,0,7.27,2.27,-2.45,0,0.02287398,0.00714222,-0.00770856,0,,,,,K,4687,60,-60,0,0.729,0.007,-0.007,0,0.727,0.033,-0.033,0,-0.1,0.07,-0.07,0,[Fe/H],4.57,0.06,-0.06,0,11.483,0.015,-0.015,8.847,0.021,-0.021,11.0278,0.000612,-0.000612
TOI-237 b,1,2,5.436098,0.000039,-0.000039,0,0.0341,0.001,-0.001,0,,,,,,,,,0,,,0,M4.5 V,3212,100,-100,0,0.211,0.006,-0.006,0,0.179,0.004,-0.004,0,,,,,,5.04,0.07,-0.07,0,16.37,0.2,-0.2,10.896,0.025,-0.025,14.754,0.000823,-0.000823
TOI-238 b,1,2,1.2730991,0.0000029,-0.0000029,0,0.02118,0.00038,-0.00038,0,3.4,0.46,-0.46,0,0.0106976,0.00144732,-0.00144732,0,0.18,,,1,K2V,5059,89,-89,0,0.733,0.015,-0.015,0,0.79,0.022,-0.022,0,-0.114,0.051,-0.051,0,[Fe/H],4.577,0.021,-0.021,0,10.748,0.013,-0.013,8.598,0.021,-0.021,10.4883,0.000367,-0.000367
TOI-238 c,1,2,8.465651,0.000035,-0.000035,0,0.0749,0.0013,-0.0013,0,6.7,1.1,-1.1,0,0.02108056,0.00346099,-0.00346099,0,0.36,,,1,K2V,5059,89,-89,0,0.733,0.015,-0.015,0,0.79,0.022,-0.022,0,-0.114,0.051,-0.051,0,[Fe/H],4.577,0.021,-0.021,0,10.748,0.013,-0.013,8.598,0.021,-0.021,10.4883,0.000367,-0.000367
TOI-2406 b,1,1,3.0766896,0.0000065,-0.0000065,0,0.0228,0.0016,-0.0016,0,,,,,,,,,0.26,0.27,-0.12,0,M4 V,3100,75,-75,0,0.204,0.011,-0.011,0,0.162,0.008,-0.008,0,-0.38,0.07,-0.07,0,[Fe/H],5.037,0.053,-0.051,0,,,,11.894,0.025,-0.025,15.6955,0.000641,-0.000641
TOI-2431 b,1,1,0.22419578,0.00000005,-0.00000005,0,0.0063,0.0001,-0.0001,0,6.2,1.6,-1.6,0,0.01950738,0.00503416,-0.00503416,0,0,,,0,K7 V,4109,28,-27,0,0.651,0.012,-0.012,0,0.661,0.021,-0.024,0,-0.02,0.13,-0.13,0,[Fe/H],4.68,0.05,-0.05,0,10.9,0.03,-0.03,7.554,0.023,-0.023,10.3234,0.000757,-0.000757
TOI-244 b,1,1,7.397225,0.000026,-0.000023,0,0.0559,0.0013,-0.0013,0,2.68,0.3,-0.3,0,0.00843222,0.00094391,-0.00094391,0,,,,,M2.5 V,3433,100,-100,0,0.426,0.025,-0.025,0,0.428,0.029,-0.029,0,-0.39,0.07,-0.07,0,[Fe/H],4.66,0.07,-0.07,0,12.861,0.069,-0.069,7.97,0.029,-0.029,11.553,0.001017,-0.001017
TOI-2443 b,1,1,15.66858,0.0001,-0.0001,0,0.105,0.0025,-0.0025,0,4.8,1.1,-1.1,0,0.01510249,0.00346099,-0.00346099,0,0.301,0.046,-0.034,0,K5 V,4375,65,-65,0,0.631,0.014,-0.014,0,0.642,0.026,-0.026,0,-0.29,0.12,-0.12,0,[Fe/H],4.42,0.2,-0.2,0,9.51,0.03,-0.03,6.5,0.018,-0.018,9.0333,0.000424,-0.000424
TOI-2449 b,1,1,106.14468,0.00022,-0.00021,0,0.45,0.01,-0.01,0,222,13,-13,0,0.7,0.04,-0.04,0,0.098,0.028,-0.03,0,G,6021,62,-62,0,1.065,0.007,-0.007,0,1.079,0.045,-0.048,0,-0.03,0.04,-0.04,0,[Fe/H],4.4,0.02,-0.02,0,10.416,0.005,-0.005,9.073,0.025,-0.025,10.2924,0.00031,-0.00031
TOI-2458 b,1,2,3.73659,0.00044,-0.00047,0,0.0482,0.0025,-0.0027,0,13.31,0.99,-0.96,0,0.04187794,0.00311489,-0.0030205,0,0.087,0.062,-0.056,0,F9-F9.5,6005,50,-50,0,1.31,0.03,-0.03,0,1.05,0.03,-0.03,0,-0.1,0.05,-0.05,0,[Fe/H],4.2,0.05,-0.05,0,9.202,0.003,-0.003,7.891,0.023,-0.023,9.09716,0.00031,-0.00031
TOI-2458 c,1,2,16.553,0.059,-0.061,0,0.129,0.002,-0.002,0,10.22,1.71,-1.9,0,0.03215572,0.00538026,-0.00597807,0,0.29,0.16,-0.16,0,F9-F9.5,6005,50,-50,0,1.31,0.03,-0.03,0,1.05,0.03,-0.03,0,-0.1,0.05,-0.05,0,[Fe/H],4.2,0.05,-0.05,0,9.202,0.003,-0.003,7.891,0.023,-0.023,9.09716,0.00031,-0.00031
TOI-2525 b,1,2,23.2856,0.0017,-0.0017,0,0.1511,0.002,-0.002,0,26.69758619,1.58914204,-1.58914204,0,0.084,0.005,-0.005,0,0.17,0.011,-0.01,0,K8 V,5096,102,-102,0,0.785,0.031,-0.031,0,0.849,0.042,-0.042,0,0.14,0.05,-0.05,0,[Fe/H],4.58,0.2,-0.2,0,14.216,0.092,-0.092,11.905,0.024,-0.024,14.012,0.000242,-0.000242
TOI-2525 c,1,2,49.2519,0.0004,-0.0004,0,0.249,0.004,-0.004,0,208.8132634,9.85268062,-10.17050902,0,0.657,0.031,-0.032,0,0.157,0.008,-0.007,0,K8 V,5096,102,-102,0,0.785,0.031,-0.031,0,0.849,0.042,-0.042,0,0.14,0.05,-0.05,0,[Fe/H],4.58,0.2,-0.2,0,14.216,0.092,-0.092,11.905,0.024,-0.024,14.012,0.000242,-0.000242
TOI-2580 b,1,1,3.39775,0.000002,-0.000002,0,0.048,0.003,-0.003,0,200.2318964,25.42627256,-25.42627256,0,0.63,0.08,-0.08,0,0.08,0.04,-0.04,0,F,6120,30,-30,0,1.81,0.06,-0.06,0,1.33,0.08,-0.08,0,0.26,0.06,-0.06,0,[Fe/H],4.15,0.09,-0.09,0,11.419,0.012,-0.012,9.877,0.02,-0.02,11.2548,0.000535,-0.000535
TOI-260 b,1,1,13.475853,0.000013,-0.000011,0,0.0943,0.0016,-0.0016,0,4.23,1.6,-1.6,0,0.01330907,0.00503416,-0.00503416,0,0,,,0,K8 V,4026,14,-14,0,0.607,0.014,-0.014,0,0.616,0.032,-0.032,0,-0.47,0.03,-0.03,0,[Fe/H],4.45,0.05,-0.05,0,9.9,0.03,-0.03,6.549,0.021,-0.021,9.3124,0.000458,-0.000458
TOI-262 b,1,1,11.14529,0.00003,-0.00003,0,0.163,0.002,-0.002,0,,,,,,,,,,,,,K0 V,5310,124,-124,0,0.853,0.021,-0.021,0,0.913,0.029,-0.029,0,0.26,0.07,-0.07,0,[Fe/H],4.54,0.28,-0.28,0,8.91,0.03,-0.03,6.967,0.02,-0.02,8.66859,0.000211,-0.000211
TOI-2641 b,1,1,4.880974,0.000023,-0.000037,0,0.0607,0.0042,-0.0043,0,122.6817651,6.99222495,-11.44182265,0,0.386,0.022,-0.036,0,0.18,,,1,F9 V,6100,100,-100,0,1.336,0.055,-0.055,0,1.16,0.07,-0.07,0,-0.15,0.08,-0.08,0,[Fe/H],4.2,0.1,-0.1,0,11.693,0.017,-0.017,10.325,0.021,-0.021,11.5712,0.000289,-0.000289
TOI-269 b,1,1,3.6977104,0.0000037,-0.0000037,0,0.0345,0.0015,-0.0015,0,8.8,1.4,-1.4,0,0.0276879,0.00440489,-0.00440489,0,0.425,0.082,-0.086,0,M2 V,3514,70,-70,0,0.398,0.012,-0.012,0,0.3917,0.0095,-0.0095,0,-0.29,0.12,-0.12,0,[Fe/H],4.831,0.029,-0.029,0,14.37,0.114,-0.114,10.1,0.023,-0.023,13.4258,0.000369,-0.000369
TOI-270 b,1,3,3.36008,0.000065,-0.00007,0,0.0306,0.0033,-0.0057,0,,,,,,,,,0,,,0,M3.0 V,3386,137,-131,0,0.38,0.02,-0.02,0,0.4,0.02,-0.02,0,-0.17,0.1,-0.1,0,[Fe/H],,,,,12.603,0.039,-0.039,8.251,0.029,-0.029,11.6306,0.000476,-0.000476
TOI-270 c,1,3,5.6605731,0.0000031,-0.0000031,0,0.04526,0.00031,-0.00031,0,6.15,0.37,-0.37,0,0.01935006,0.00116415,-0.00116415,0,0.027,0.021,-0.021,0,M,3506,70,-70,0,0.378,0.011,-0.011,0,0.386,0.008,-0.008,0,-0.2,0.12,-0.12,0,[Fe/H],4.872,0.026,-0.026,0,12.603,0.039,-0.039,8.251,0.029,-0.029,11.6306,0.000476,-0.000476
TOI-270 d,1,3,11.379573,0.000013,-0.000013,0,0.0721,0.0005,-0.0005,0,4.78,0.43,-0.43,0,0.01503956,0.00135293,-0.00135293,0,0.032,0.023,-0.023,0,M,3506,70,-70,0,0.378,0.011,-0.011,0,0.386,0.008,-0.008,0,-0.2,0.12,-0.12,0,[Fe/H],4.872,0.026,-0.026,0,12.603,0.039,-0.039,8.251,0.029,-0.029,11.6306,0.000476,-0.000476
TOI-2768 b,1,1,1.50801,0.000006,-0.000006,0,0.027,0.0019,-0.0046,0,,,,,,,,,,,,,M,4008,130.39,-130.39,0,0.657,0.069,-0.069,0,0.63,0.079,-0.079,0,,,,,,4.5,,,-1,12.66,0.069,-0.069,9.369,0.021,-0.021,12.2,0.000292,-0.000292
TOI-283 b,1,1,17.61745,0.00002,-0.00001,0,0.123,0.004,-0.004,0,6.54,2.04,-2.04,0,0.02057714,0.00641856,-0.00641856,0,0,,,0,K,5213,70,-70,0,0.85,0.03,-0.03,0,0.8,0.01,-0.01,0,-0.09,0.05,-0.05,0,[Fe/H],4.5,0.03,-0.03,0,10.41,0.007,-0.007,8.517,0.026,-0.026,10.1971,0.000539,-0.000539
TOI-286 b,1,2,4.5117244,0.0000031,-0.0000027,0,0.0503,0.001,-0.001,0,4.53,0.78,-0.78,0,0.01425297,0.00245415,-0.00245415,0,0,,,0,K3 V,5152,12,-12,0,0.78,0.036,-0.036,0,0.832,0.049,-0.049,0,-0.05,0.02,-0.02,0,[Fe/H],4.59,0.02,-0.02,0,9.866,0.005,-0.005,7.851,0.033,-0.033,9.65064,0.000274,-0.000274
TOI-286 c,1,2,39.361826,0.00007,-0.000081,0,0.213,0.0042,-0.0042,0,3.72,2.22,-2.22,0,0.01170443,0.0069849,-0.0069849,0,0,,,0,K3 V,5152,12,-12,0,0.78,0.036,-0.036,0,0.832,0.049,-0.049,0,-0.05,0.02,-0.02,0,[Fe/H],4.59,0.02,-0.02,0,9.866,0.005,-0.005,7.851,0.033,-0.033,9.65064,0.000274,-0.000274
TOI-2969 b,1,1,1.8237146,0.0000002,-0.0000002,0,0.0261,0.0002,-0.0002,0,368.6809521,12.71313628,-12.71313628,0,1.16,0.04,-0.04,0,0,,,0,K3 V,4738,100,-100,0,0.7,0.05,-0.05,0,0.71,0.02,-0.02,0,0.08,0.05,-0.05,0,[Fe/H],4.56,0.04,-0.04,0,12.796,0.092,-0.092,10.25,0.023,-0.023,12.6195,0.000422,-0.000422
TOI-2989 b,1,1,3.122832,0.000001,-0.000001,0,0.0384,0.0003,-0.0003,0,953.485221,63.5656814,-63.5656814,0,3,0.2,-0.2,0,0,,,0,K4 V,4672,170,-170,0,0.76,0.03,-0.03,0,0.77,0.02,-0.02,0,-0.04,0.07,-0.07,0,[Fe/H],4.58,0.04,-0.04,0,13.859,0.057,-0.057,10.861,0.021,-0.021,13.4755,0.00094,-0.00094
TOI-3235 b,1,1,2.59261842,0.00000041,-0.00000041,0,0.02709,0.00046,-0.00046,0,211.3558907,7.94571018,-7.94571018,0,0.665,0.025,-0.025,0,0.029,,,1,M V,3388.8,68,-68,0,0.3697,0.016,-0.016,0,0.3939,0.02,-0.02,0,0.264,0.1,-0.1,0,[Fe/H],4.8976,0.063,-0.063,0,15.16,0.2,-0.2,10.819,0.021,-0.021,14.4858,0.000684,-0.000684
TOI-3261 b,1,1,0.8831331,0.000001,-0.000001,0,0.01714,0.00013,-0.0002,0,30.3,2.2,-2.4,0,0.09533446,0.00692197,-0.00755124,0,0,,,0,K1.5+/-1,5068,61,-42,0,0.849,0.024,-0.017,0,0.861,0.02,-0.03,0,0.138,0.048,-0.037,0,[Fe/H],4.19,0.123,-0.123,0,13.261,0.114,-0.114,11.184,0.025,-0.025,13.0582,0.000329,-0.000329
TOI-3288 b,2,1,1.4338635,0.0000004,-0.0000004,0,0.0215,0.0001,-0.0001,0,670.6179388,25.42627256,-25.42627256,0,2.11,0.08,-0.08,0,0,,,0,K9 V,3933,48,-48,0,0.67,0.02,-0.02,0,0.64,0.01,-0.01,0,0.27,0.13,-0.13,0,[Fe/H],4.658,0.003,-0.004,0,14.979,0.195,-0.195,11.201,0.026,-0.026,14.2497,0.000502,-0.000502
TOI-332 b,1,1,0.777038,0.000001,-0.000001,0,0.0159,0.0001,-0.0001,0,57.2,1.6,-1.6,0,0.17997133,0.00503416,-0.00503416,0,0,,,0,K0 V,5251,71,-71,0,0.87,0.03,-0.02,0,0.88,0.02,-0.02,0,0.256,0.048,-0.048,0,[Fe/H],4.46,0.04,-0.04,0,12.349,0.046,-0.046,10.315,0.021,-0.021,12.063,0.000246,-0.000246
TOI-3629 b,1,1,3.936551,0.000005,-0.000006,0,0.043,0.002,-0.002,0,82.63538582,6.35656814,-6.35656814,0,0.26,0.02,-0.02,0,0.05,0.05,-0.04,0,M1,3870,90,-90,0,0.6,0.02,-0.01,0,0.63,0.02,-0.02,0,0.4,0.1,-0.1,0,[Fe/H],4.67,0.05,-0.05,0,14.639,0.061,-0.061,10.553,0.02,-0.02,13.8375,0.000472,-0.000472
TOI-3714 b,2,1,2.154849,0.000001,-0.000001,0,0.027,0.001,-0.001,0,222.4798849,9.53485221,-9.53485221,0,0.7,0.03,-0.03,0,0.03,0.03,-0.02,0,M2,3660,90,-90,0,0.51,0.01,-0.01,0,0.53,0.02,-0.02,0,0.1,0.1,-0.1,0,[Fe/H],4.75,0.05,-0.05,0,15.7,0.2,-0.2,10.852,0.017,-0.017,14.3107,0.000499,-0.000499
TOI-3757 b,1,1,3.438753,0.000004,-0.000004,0,0.03845,0.00043,-0.00043,0,85.3,8.8,-8.7,0,0.26838381,0.0276879,-0.02737326,0,0.14,0.06,-0.06,0,M0 V,3913,56,-56,0,0.62,0.01,-0.01,0,0.64,0.02,-0.02,0,0,0.2,-0.2,0,[Fe/H],4.68,0.04,-0.04,0,14.812,0.064,-0.064,11.152,0.02,-0.02,14.1321,0.000442,-0.000442
TOI-3785 b,1,1,4.6747373,0.0000038,-0.0000038,0,0.043,0.001,-0.001,0,14.95,4.1,-3.92,0,0.04703796,0.01290004,-0.0123337,0,0.11,0.1,-0.08,0,M2 V,3576,88,-88,0,0.5,0.01,-0.01,0,0.52,0.02,-0.02,0,0.099,0.117,-0.117,0,[Fe/H],4.747,0.0458,-0.0458,0,14.595,0.101,-0.101,10.165,0.022,-0.022,13.6559,0.00036,-0.00036
TOI-3884 b,1,1,4.5445697,0.0000094,-0.0000094,0,0.0354,0.0014,-0.0014,0,16.5,3.5,-1.8,0,0.05191481,0.01101223,-0.00566343,0,0.32,,,1,M4,3269,70,-70,0,0.3043,0.009,-0.009,0,0.2813,0.0067,-0.0067,0,0.23,0.12,-0.12,0,[Fe/H],4.921,0.028,-0.028,0,15.744,0.008,-0.008,10.24,0.017,-0.017,14.2747,0.000755,-0.000755
TOI-3984 A b,2,1,4.353326,0.000005,-0.000005,0,0.041,0.002,-0.001,0,44,8.7,-8,0,0.14,0.03,-0.03,0,0.23,,,1,M4+/-0.5,3476,88,-88,0,0.47,0.01,-0.01,0,0.49,0.02,-0.02,0,0.18,0.12,-0.12,0,[Fe/H],4.81,0.05,-0.05,0,15.694,0.117,-0.117,11.052,0.02,-0.02,14.6718,0.000438,-0.000438
TOI-4010 b,1,4,1.348335,0.000003,-0.000002,0,0.0229,0.0002,-0.0002,0,11,1.29,-1.27,0,0.03460987,0.00405879,-0.00399587,0,0.03,0.03,-0.02,0,K V,4960,36,-36,0,0.83,0.01,-0.01,0,0.88,0.03,-0.03,0,0.37,0.07,-0.07,0,[Fe/H],4.54,0.02,-0.02,0,12.291,0.069,-0.069,10.157,0.021,-0.021,12.1216,0.000207,-0.000207
TOI-4010 c,1,4,5.414654,0.000007,-0.000007,0,0.058,0.001,-0.001,0,20.31,2.13,-2.11,0,0.06390241,0.00670173,-0.0066388,0,0.03,0.03,-0.02,0,K V,4960,36,-36,0,0.83,0.01,-0.01,0,0.88,0.03,-0.03,0,0.37,0.07,-0.07,0,[Fe/H],4.54,0.02,-0.02,0,12.291,0.069,-0.069,10.157,0.021,-0.021,12.1216,0.000207,-0.000207
TOI-4010 d,1,4,14.70886,0.00003,-0.00003,0,0.113,0.001,-0.001,0,38.15,3.27,-3.22,0,0.12003332,0.01028857,-0.01013125,0,0.07,0.03,-0.03,0,K V,4960,36,-36,0,0.83,0.01,-0.01,0,0.88,0.03,-0.03,0,0.37,0.07,-0.07,0,[Fe/H],4.54,0.02,-0.02,0,12.291,0.069,-0.069,10.157,0.021,-0.021,12.1216,0.000207,-0.000207
TOI-4010 e,1,4,762,90,-90,-1,1.57,0.12,-0.13,0,692,66,-63,0,2.17727549,0.20765922,-0.19822017,0,0.26,0.04,-0.04,0,K V,4960,36,-36,0,0.83,0.01,-0.01,0,0.88,0.03,-0.03,0,0.37,0.07,-0.07,0,[Fe/H],4.54,0.02,-0.02,0,12.291,0.069,-0.069,10.157,0.021,-0.021,12.1216,0.000207,-0.000207
TOI-406 c,1,2,3.307441,0.00001,-0.000008,0,0.0322,0.0013,-0.0013,0,2.08,0.23,-0.22,0,0.00654441,0.00072366,-0.0006922,0,0.032,0.037,-0.023,0,M3,3392,44,-44,0,0.41,0.029,-0.027,0,0.408,0.046,-0.042,0,-0.02,0.04,-0.04,0,[M/H],4.69,0.04,-0.04,0,13.773,0.038,-0.038,8.848,0.021,-0.021,12.5528,0.000332,-0.000332
TOI-406.01,1,2,13.175682,0.000017,-0.000016,0,0.0809,0.0031,-0.0031,0,6.57,1,-0.9,0,0.02067153,0.00314635,-0.00283172,0,0.056,0.035,-0.034,0,M3,3392,44,-44,0,0.41,0.029,-0.027,0,0.408,0.046,-0.042,0,-0.02,0.04,-0.04,0,[M/H],4.69,0.04,-0.04,0,13.773,0.038,-0.038,8.848,0.021,-0.021,12.5528,0.000332,-0.000332
TOI-411 b,1,3,4.040301,0.000023,-0.000042,0,0.0528,0.003,-0.003,0,,,,,,,,,0.126,0.19,-0.009,0,F7/F8V,6040,48,-48,0,1.157,0.025,-0.025,0,1.104,0.012,-0.012,0,-0.14,0.07,-0.07,0,[Fe/H],4.26,0.15,-0.15,0,8.270001,0.03,-0.03,6.981,0.029,-0.029,8.1281,0.000298,-0.000298
TOI-411 c,1,3,9.573096,0.000026,-0.000023,0,0.0939,0.0054,-0.0054,0,,,,,,,,,0.16,0.17,-0.1,0,F7/F8V,6040,48,-48,0,1.157,0.025,-0.025,0,1.104,0.012,-0.012,0,-0.14,0.07,-0.07,0,[Fe/H],4.26,0.15,-0.15,0,8.270001,0.03,-0.03,6.981,0.029,-0.029,8.1281,0.000298,-0.000298
TOI-4127 b,1,1,56.39879,0.0001,-0.0001,0,0.3081,0.0055,-0.0058,0,731.0053361,34.96112477,-34.96112477,0,2.3,0.11,-0.11,0,0.7471,0.0078,-0.0086,0,F V,6096,115,-115,0,1.293,0.05,-0.05,0,1.23,0.07,-0.07,0,0.14,0.12,-0.12,0,[Fe/H],4.26,0.14,-0.14,0,11.441,0.01,-0.01,10.245,0.016,-0.016,11.4122,0.000533,-0.000533
TOI-4184 b,1,1,4.9019804,0.0000052,-0.0000052,0,0.0336,0.0015,-0.0015,0,,,,,,,,,,,,,M5.5+/-0.5,3238,48,-49,0,0.2347,0.015,-0.015,0,0.2109,0.029,-0.026,0,-0.27,0.09,-0.09,0,[Fe/H],5.01,0.04,-0.04,0,17.12,0.2,-0.2,11.867,0.025,-0.025,15.5939,0.000791,-0.000791
TOI-4201 b,1,1,3.5819194,0.0000011,-0.0000011,0,0.04,0.001,-0.001,0,788.2144494,28.60455663,-28.60455663,0,2.48,0.09,-0.09,0,0.041,0.015,-0.015,0,M1.0+/-0.5,3794,79,-79,0,0.63,0.02,-0.02,0,0.61,0.02,-0.02,0,0.52,0.08,-0.08,0,[Fe/H],4.64,0.03,-0.03,0,15.163,0.08,-0.08,11.368,0.025,-0.025,14.5001,0.000441,-0.000441
TOI-421 b,2,2,5.197576,0.000005,-0.000005,0,0.0554,0.001,-0.001,0,6.7,0.6,-0.6,0,0.02108056,0.00188781,-0.00188781,0,0.13,0.05,-0.05,0,G9 V,5291,64,-64,0,0.866,0.006,-0.006,0,0.833,0.048,-0.054,0,-0.044,0.04,-0.04,0,[Fe/H],4.48,0.03,-0.03,0,9.931,0.006,-0.006,8.071,0.018,-0.018,9.77776,0.000189,-0.000189
TOI-421 c,2,2,16.067541,0.000004,-0.000004,0,0.117,0.0018,-0.0018,0,14.1,1.4,-1.4,0,0.04436356,0.00440489,-0.00440489,0,0.19,0.04,-0.04,0,G9 V,5291,64,-64,0,0.866,0.006,-0.006,0,0.833,0.048,-0.054,0,-0.044,0.04,-0.04,0,[Fe/H],4.48,0.03,-0.03,0,9.931,0.006,-0.006,8.071,0.018,-0.018,9.77776,0.000189,-0.000189
TOI-4311 b,1,2,0.9902738,0.0000029,-0.000003,0,0.01817,0.00036,-0.00037,0,4.5,1.5,-1.4,0,0.01415858,0.00471953,-0.00440489,0,,,,,K,5063,66,-66,0,0.8441,0.0062,-0.0062,0,0.816,0.047,-0.049,0,-0.065,0.043,-0.043,0,[Fe/H],4.442,0.034,-0.034,0,11.388,0.039,-0.039,9.488,0.021,-0.021,11.2651,0.000814,-0.000814
TOI-4311 c,1,2,15.070425,0.000081,-0.000075,0,0.1116,0.0022,-0.0023,0,13.58,,,1,0.04272746,,,1,0.22,,,1,K,5063,66,-66,0,0.8441,0.0062,-0.0062,0,0.816,0.047,-0.049,0,-0.065,0.043,-0.043,0,[Fe/H],4.442,0.034,-0.034,0,11.388,0.039,-0.039,9.488,0.021,-0.021,11.2651,0.000814,-0.000814
TOI-4336 A b,3,2,16.336351,0.000017,-0.000017,0,0.0849,0.00073,-0.00075,0,3.33,0.34,-0.37,0,0.01047735,0.00106976,-0.00116415,0,0,,,0,M3.5 V,3307,94,-94,0,0.326,0.01,-0.01,0,0.306,0.008,-0.008,0,0.14,0.13,-0.13,0,[Fe/H],4.897,0.029,-0.029,0,13.6,0.092,-0.092,8.632,0.024,-0.024,12.2569,0.000484,-0.000484
